Initial Guess,Remaining Valid Guesses,Remaining Valid Solutions
scapa,5015.5026,866.2244367
funds,4653.184142,866.3492201
nabla,4756.228336,866.382149
mools,4647.467504,866.3968804
tiyin,4706.759099,866.3968804
qursh,4927.37825,866.4670711
vivas,4738.485269,866.5489601
jaded,4759.95104,866.5914211
gadjo,4879.141248,866.6005199
tinty,4668.079289,866.7387348
staff,4980.980069,866.7387348
capas,4695.587955,867.0012998
polos,4648.20234,867.0766898
witch,4726.734402,867.1360485
dunch,4788.499567,867.1386482
medii,4788.288128,867.1689775
bliss,5180.62695,867.2092721
flawy,4834.872617,867.2508666
thunk,4756.715338,867.2556326
fauna,4840.07669,867.2998267
amlas,4686.956672,867.4211438
tawts,4692.950173,867.5758232
eaved,4868.077123,867.622617
wasts,5024.715338,867.6919411
teste,4916.258232,867.7426343
skats,4962.269497,867.7872617
gouks,4722.071924,867.8405546
plebe,4724.193674,867.8986135
offal,4873.275563,867.9051127
heuch,4735.02383,868.0363951
battu,4769.929376,868.0589255
imshy,5074.007799,868.0970537
bajus,4702.861352,868.127383
plops,4750.408146,868.1655113
sojas,4995.059792,868.2448007
whipt,4805.454506,868.2872617
runny,4600.189775,868.3505199
aging,4917.37175,868.5038995
logos,4634.364385,868.5285962
vells,4592.464905,868.5381282
evade,4848.844887,868.6533795
ghazi,4900.359619,868.7872617
debel,4835.589688,868.8184575
moove,4892.552426,869
hashy,5048.326256,869.0212305
fyked,4728.87305,869.0740901
flack,4894.748267,869.1113518
rajas,4599.599653,869.1247834
tinny,4668.653813,869.1269497
nieve,4700.065858,869.1390815
educe,4767.137348,869.1520797
ameba,4889.376083,869.1889081
exurb,4728.691075,869.2331023
thick,4780.474437,869.2560659
tewed,4760.27383,869.2729636
cuspy,5041.083189,869.2759965
oxims,4761.388648,869.3362218
bhaji,4905.462738,869.389948
falls,4664.882582,869.3925477
wheel,4859.013865,869.4233102
grump,4808.565858,869.4293761
greek,4807.12435,869.4883016
masus,5153.34922,869.5476603
yecch,4659.47227,869.5784229
kirks,4556.983102,869.6741768
lezes,4657.72487,869.7430676
ettle,4656.769497,869.8227903
fusty,4969.070624,869.8366551
bedel,4846.770364,869.8687175
blimp,4868.965338,869.910312
dimps,4721.619584,869.9354419
cawks,4716.814125,870.1187175
coyly,4722.84922,870.1533795
cabas,4688.210139,870.3271231
erses,5120.327556,870.3509532
gowns,4707.873484,870.3531196
minks,4708.251733,870.4085789
hafiz,4836.079723,870.4293761
takas,4703.870884,870.4974003
thugs,4669.830589,870.589688
panda,4840.740035,870.6087522
subas,4966.231802,870.6594454
stews,4882.756932,870.732669
diked,4775.766031,870.7612652
lumps,4655.051127,870.8132582
dowed,4773.808492,871.0017331
leses,5100.475303,871.004766
atmas,4737.757366,871.0485269
skeed,5092.614385,871.0762565
flurr,4718.716638,871.1039861
pouks,4771.145147,871.1737435
yewen,4781.735702,871.2738302
twats,4807.804159,871.2768631
neddy,4694.62565,871.4181109
shoon,5026.769931,871.4233102
cowps,4701.048527,871.4783362
lexes,4666.793761,871.5792894
fling,4844.90078,871.7950607
watts,4710.792028,871.8934142
askos,5308.877383,871.9142114
durzi,4687.97747,871.9566724
elven,4862.028163,872.1126516
risks,5027.52513,872.1819757
avast,5107.743501,872.1923744
bleep,4893.308059,872.1958406
molls,4668.714905,872.3583189
ennog,4867.917678,872.4254766
lucks,4607.100953,872.4601386
schmo,4971.494801,872.5168977
staws,5002.699307,872.5194974
pujas,4781.136482,872.6096187
ahigh,4934.103553,872.6165511
facia,4828.20364,872.6546794
wowed,4783.915945,872.6590121
zincs,4663.89948,872.732669
kight,4782.894281,872.7681976
gassy,5032.773397,872.7820624
calpa,4770.77253,872.817591
adyta,4812.465338,872.8457539
volks,4673.867418,872.8643847
tyiyn,4747.37175,872.9185442
mucid,4832.595754,872.9774697
genny,4695.860052,873.1945407
filum,4799.490035,873.2114385
wilja,4787.787695,873.2257366
cubeb,4758.014298,873.339688
exile,4764.587955,873.4029463
bigly,4766.654679,873.4597054
occur,4798.463172,873.4657712
angas,4772.012998,873.5693241
mifty,4709.14818,873.5836222
texes,4700.29636,873.6486135
freed,4834.521664,873.652513
achoo,4901.983102,873.6884749
fishy,5069.699307,873.7313692
stuck,4925.539861,873.7911612
edema,4870.314125,873.8141248
attar,4810.528596,873.9358752
shott,4940.359619,873.9939341
zupas,4786.120017,874.0259965
muhly,4738.693241,874.0311958
soyuz,4953.884749,874.0857886
camas,4723.655546,874.1057192
bleed,4903.779896,874.1204506
albas,4758.146447,874.1681109
scabs,5027.695841,874.182409
sooth,4890.430676,874.2049393
spots,4940.948873,874.2062392
weave,4850.365685,874.2448007
enemy,4798.600087,874.2759965
honky,4758.514731,874.3604853
pacas,4715.192808,874.3864818
snaws,5099.875217,874.4597054
kelly,4678.618284,874.4835355
exert,4723.385182,874.5082322
imply,4807.450173,874.5151646
tetes,4724.59922,874.6863085
laksa,5106.007366,874.7725303
sujee,4877.756499,874.8422877
block,4895.925477,874.8786828
bobac,4882.664211,874.9393414
kojis,4775.412478,875.0797227
intis,4689.375217,875.1923744
iring,4796.172877,875.3006932
elves,4759.281196,875.3076256
logoi,4792.819757,875.309792
kreep,4848.994801,875.3366551
exfil,4841.941941,875.4007799
defer,4816.742201,875.4241768
tymps,4668.692808,875.5051993
error,4840.642981,875.5069324
ionic,4828.07279,875.5693241
thuja,4809.996101,875.5857886
stopt,4967.067591,875.6429809
squab,5038.997834,875.6611785
catch,4788.183276,875.6733102
unify,4824.389948,875.6767764
tasks,5083.347487,875.7170711
walls,4712.256499,875.7443674
stunt,4926.159879,875.7920277
heedy,4726.474003,875.9688042
pubic,4839.115251,876.0394281
nulls,4638.397314,876.1325823
coopt,4818.390381,876.2443674
shtum,4925.651213,876.2465338
gyoza,4879.20104,876.2582322
jeels,4657.607019,876.2941941
fitch,4776.964471,876.3245234
venue,4737.707972,876.3682842
scull,4959.769064,876.3791161
hygge,4829.69844,876.4189775
smoky,5043.964471,876.4280763
myops,4773.865251,876.495234
pshaw,5179.25,876.5220971
blurb,4747.814125,876.5229636
kroon,4853.90338,876.6070191
ditts,4716.318024,876.6126516
pinks,4750.824523,876.6529463
cushy,5056.372617,876.657279
lezza,4735.32669,876.6750433
dayan,4872.348787,876.7344021
clump,4873.455806,876.8557192
katas,4727.844021,876.9246101
fenny,4706.260832,876.9423744
scams,5068.619584,876.9636049
width,4793.97487,876.9744367
loops,4688.672444,877.0394281
shags,5091.899047,877.1156846
balky,4785.681976,877.1672444
shock,5070.738302,877.3570191
hulks,4659.560659,877.4961005
gadid,4918.467938,877.5749567
cinqs,4687.951473,877.5888215
amaze,4948.849653,877.7855286
vodka,4931.745234,877.8526863
cissy,5011.69714,878.0121317
filks,4686.319757,878.0428943
burgh,4714.05156,878.2071057
koros,4629.525997,878.2530329
usury,5059.944541,878.4116118
mouch,4894.303726,878.4250433
buiks,4791.262132,878.4917678
tavas,4725.553293,878.5008666
sells,4882.496534,878.5979203
eches,4756.458406,878.6074523
aurar,4830.401213,878.7287695
yechy,4655.226603,878.7508666
spiky,5038.017331,878.7569324
yomps,4743.041161,878.7608319
xenon,4828.828423,878.8232236
binks,4739.191941,878.9090121
agaze,4943.35052,878.9445407
fondu,4873.592721,878.9900347
jetes,4720.853986,879.0979203
kebab,4854.902946,879.2794627
mulch,4806.039428,879.4059792
reked,4770.253466,879.4514731
ensew,5237.780329,879.4766031
jugal,4909.475737,879.6252166
poupt,4886.128683,879.677643
cleve,4768.560225,879.7101386
wacks,4748.809792,879.7192374
roofs,4619.784229,879.7963605
vasal,5218.064558,879.9016464
limby,4783.663778,879.9068458
dekes,4813.169411,879.9133449
wawls,4752.138215,879.9553726
embow,4934.691075,879.992201
tammy,4774.814125,880.0454939
bilgy,4766.754333,880.0857886
kibbe,4938.844021,880.1629116
veney,4782.235702,880.1715771
flaky,4915.695841,880.2512998
babus,4769.507799,880.3453206
nixie,4898.728336,880.5671577
whiny,4846.77513,880.7495667
quirk,4827.558492,880.8665511
sappy,4993.465338,880.9896014
agood,5029.133016,881.0207972
oxeye,4780.888215,881.0246967
woful,4888.805459,881.1083189
posts,5093.97617,881.1334489
ousts,5117.775997,881.1967071
hatch,4811.226603,881.3102253
quins,4793.808925,881.3890815
sokol,5083.044194,881.3951473
squaw,5080.209705,881.5359619
stoop,5024.545927,881.5970537
parka,4790.464038,881.8032929
wanky,4842.856153,881.8492201
khafs,4898.806326,881.970104
eejit,4894.311958,882.0255633
hoord,4788.118718,882.0281629
galah,4847.169844,882.0636915
hanch,4852.688042,882.3154246
looms,4707.470104,882.3379549
fixed,4828.102686,882.3929809
dekko,4899.586222,882.4003466
skank,5175.306759,882.4315425
abaci,4884.048094,882.4332756
murri,4761.374783,882.4436742
poots,4732.910745,882.517331
gnows,4806.960572,882.547227
milky,4795.786395,882.635182
gugas,4805.337522,882.7222704
welly,4721.344454,882.842721
knobs,4820.836222,882.9458406
stump,4993.387782,883.0775563
cobza,4910.19844,883.110052
curry,4684.007799,883.2062392
musth,5076.664645,883.3158579
pupas,4843.853986,883.5589255
snuck,5066.050693,883.7279029
duped,4850.089255,883.8336222
nylon,4800.930243,883.8487868
venin,4827.814991,884.0090988
caman,4916.90208,884.012565
nouns,4781.273397,884.1819757
batty,4802.159445,884.3479203
sammy,5016.672877,884.5112652
danny,4867.951473,884.5745234
pinon,4931.370451,884.5979203
murky,4712.704939,884.6213172
punch,4873.154246,884.8344887
hwyls,4713.318891,884.8661179
topos,4771.584922,884.940208
potts,4782.897747,884.9731369
skool,5140.338821,885.0017331
spitz,5002.167244,885.0589255
macas,4759.843154,885.0680243
myths,4704.04896,885.0909879
dimbo,4965.423744,885.3639515
adays,4801.024697,885.3669844
quayd,4983.42591,885.4718371
ayahs,4762.579723,885.5784229
folio,4881.558059,885.8110919
lumbi,4841.487002,885.8968804
tabby,4805.215338,885.8981802
juves,4722.978769,885.9042461
bemix,4869.739168,885.9913345
wedgy,4827.9974,886.0259965
geeps,4745.688475,886.0277296
twilt,4838.671577,886.0537262
mills,4734.231802,886.1754766
playa,4949.167244,886.3739168
hooly,4796.408579,886.3856153
kanji,4895.95234,886.432409
gulph,4840.981369,886.5051993
dholl,4948.049393,886.5953206
avian,5014.866118,886.6373484
floss,5312.898614,886.6685442
yeves,4777.883449,886.6785095
bools,4750.716205,886.7071057
shots,4985.195407,886.8392548
wryly,4756.12435,886.897747
nitty,4772.191075,887.007799
yufts,4695.395147,887.0229636
odour,4899.313692,887.1013865
twink,4883.099653,887.2677643
gyved,4828.756932,887.2842288
kumis,4828.444974,887.3167244
tumps,4777.253033,887.3652513
tucks,4722.521664,887.4059792
awave,4983.020797,887.5545927
duply,4873.102253,887.6382149
yeven,4874.27253,887.6395147
queer,4912.300693,887.7608319
powny,4887.063692,887.7777296
rooks,4694.105719,887.9350087
smits,5008.026863,888.0732236
babul,4941.243068,888.0779896
exing,4933.459272,888.1798094
helve,4728.720104,888.2196707
felly,4752.023397,888.4965338
linny,4789.555026,888.512565
untin,4855.283362,888.5168977
pocks,4799.107452,888.5740901
blowy,4921.396014,888.5931542
rhumb,4817.906412,888.652513
wings,4773.686308,888.7469671
shist,4944.345321,888.8305893
ollav,4994.706672,888.8422877
kapok,5003.730069,888.9410745
vasts,5153.643414,889.0129983
tweed,4923.459272,889.0684575
dunks,4806.964038,889.0857886
sabha,5065.782929,889.0931542
gutta,4888.824523,889.1152513
sweed,5174.426776,889.1542461
humid,4941.976603,889.1819757
makar,4926.514298,889.1967071
boyfs,4782.298527,889.2872617
spoon,5162.22227,889.3908146
stuns,4994.240035,889.4220104
shtup,4991.671577,889.6078856
kiack,5041.043761,889.6403813
vitta,4889.835355,889.8492201
pudsy,5203.262132,889.8700173
spays,5137.549827,889.8990468
bewet,4914.836655,889.9930676
indow,4996.869584,890.004766
exies,4899.694974,890.132149
nihil,4862.253033,890.2647314
fifed,4870.19974,890.2842288
flock,4981.229203,890.2885615
owing,4995.417678,890.3860485
sculs,4999.946707,890.4289428
twill,4863.604419,890.6152513
ginks,4797.508232,890.7166378
wight,4880.2474,890.7521664
mekka,4889.2526,890.7590988
riffs,4667.079289,890.7989601
sexts,4906.217071,890.8461872
menge,4828.960139,890.9770364
gills,4741.438042,891.0121317
cuvee,4834.083622,891.1837088
vamps,4851.268631,891.3336222
duing,4981.470971,891.465338
kelep,4904.147314,891.5012998
graff,5002.710572,891.6607452
wongi,4920.503899,891.7175043
acmic,5007.15208,891.7331023
mosts,5189.811525,891.8115251
tooms,4781.770364,891.8509532
poulp,4947.668977,891.9172444
palay,4858.474437,891.940208
stops,5051.117851,891.9419411
muxed,4900.839255,891.9969671
glyph,4902.821057,892.0147314
ingan,5000.946707,892.0333622
dally,4881.794194,892.1481802
hamal,4942.770797,892.2079723
bolls,4770.564125,892.2642981
feyly,4790.87305,892.2733969
judge,5029.988735,892.2980936
indri,4863.820191,892.339688
dandy,4904.268198,892.3544194
gulag,4935.200173,892.3570191
kanas,4851.861352,892.4774697
naffs,4809.844454,892.5363951
moots,4772.924177,892.5506932
shama,5215.135615,892.5671577
snees,5147.633449,892.5762565
alfas,4857.32279,892.6811092
droop,4977.620017,892.7911612
beedi,4898.454506,892.8409879
shins,5107.739601,892.8929809
comma,4965.129549,892.9627383
whids,4876.240901,893.0420277
snoop,5178.893414,893.0740901
bassy,5161.721837,893.0844887
cutto,4912.209272,893.132149
wenny,4805.303293,893.2092721
jubas,4866.078423,893.2907279
hinky,4845.493068,893.2993934
offed,4921.004333,893.3076256
humic,4922.951906,893.3964471
dhows,4902.870451,893.4181109
soths,4977.769064,893.5324957
smurs,4983.961005,893.7655979
hesps,5126.802426,893.8080589
suids,5126.578856,893.8691508
india,4990.687175,893.8721837
swill,5148.660312,893.8752166
yesks,5160.225303,893.8860485
bhuts,4792.204506,893.9077123
edger,4967.711438,893.9311092
edges,4904.074957,893.97487
cecum,4903.294627,894.3037262
dowps,4869.944541,894.3574523
sinds,5121.220104,894.4233102
glazy,4974.073224,894.4787695
glebe,4871.010832,894.5680243
gawks,4879.72227,894.5688908
kings,4813.55026,894.5979203
shaps,5194.594887,894.6425477
amuck,5065.549827,894.8981802
refed,4842.442808,894.9185442
preve,4841.516898,894.9644714
slows,5154.059359,895.0511265
eevns,4854.882149,895.1013865
swede,5065.962738,895.1182842
igloo,4944.260399,895.1234835
skols,5158.711872,895.3011265
tomos,4813.578423,895.3994801
bilbo,4934.823657,895.5008666
pownd,5003.985702,895.589688
feaze,4958.361785,895.7144714
sowls,5088.059359,895.7318024
motts,4826.608319,895.7383016
rudds,4711.629116,895.8362218
facta,4851.529896,895.8444541
ridic,4820.212738,895.8856153
bylaw,4928.207972,895.8895147
fight,4906.52513,895.9090121
holly,4830.514298,895.9844021
bocca,4966.071057,896.1455806
feeds,4806.784662,896.2149047
sesey,5022.767764,896.4259099
cylix,4857.94974,896.5766898
pally,4893.849653,896.6555459
pucka,4957.366984,896.7647314
hullo,4918.181542,896.8630849
jerry,4735.012998,896.9090121
massy,5169.633449,896.9406412
xysti,5141.55286,896.9935009
tuque,4947.332756,896.9939341
fleme,4889.230503,897.0177643
mhorr,4921.120451,897.0177643
bosky,5297.011698,897.042461
volva,4928.967071,897.1533795
pubco,5005.646447,897.2231369
sixth,5019.922877,897.3045927
hawks,4887.370451,897.3405546
scaff,5205.308925,897.3418544
setts,4962.996101,897.3743501
alpha,5000.785095,897.4202773
bolos,4785.561525,897.4319757
bufos,4868.867851,897.4649047
evohe,4916.305026,897.5333622
cloop,5009.02253,897.5584922
blobs,4881.342721,897.6152513
hoons,4843.964471,897.6681109
gulfs,4762.261698,897.7504333
doved,4927.644714,897.7612652
tumpy,4865.35312,897.7954939
smash,5144.102253,897.8973137
kibei,4911.02383,897.9558059
pills,4811.429809,898.0129983
perve,4776.933709,898.0454939
ungod,5025.431109,898.0779896
jells,4746.957539,898.1655113
spurs,5002.489601,898.2530329
nisus,5279.918977,898.3106586
pujah,5040.298094,898.3691508
tweep,4977.856153,898.4142114
qanat,4953.834489,898.4406412
pilis,4808.821057,898.4592721
igged,4931.05026,898.4731369
shams,5227.035962,898.5615251
every,4816.113085,898.589688
jorum,4864.818024,898.7040728
swink,5228.475737,898.8414211
qapik,5036.42721,898.8877816
skill,5191.545061,898.982669
gleek,5038.937175,899.0212305
goory,4843.524697,899.0290295
rumor,4921.515165,899.1130849
emeus,4878.507799,899.2664645
umbos,4897.508232,899.3006932
spags,5243.305026,899.3145581
docos,4820.837522,899.322357
jauks,4915.029896,899.3682842
wedel,5010.694974,899.3890815
wahoo,5029.988302,899.4380416
slush,5009.604853,899.562825
lavas,4825.579723,899.5766898
comix,5014.570624,899.5979203
bouks,4898.668977,899.7361352
sybow,5142.397314,899.8418544
femes,4883.705373,900.0979203
abacs,4855.657712,900.5680243
nenes,4870.084922,900.6390815
mayas,4878.84662,900.7114385
cholo,4980.775563,900.7582322
plumy,4967.115685,900.7898614
phuts,4872.779896,900.8409879
uprun,4842.669411,900.885182
pungs,4854.441941,900.9012132
beeps,4829.383882,901.0441941
scoog,5172.435875,901.0844887
adhan,5065.360919,901.4857019
emerg,4917.606153,901.6559792
lobos,4821.993934,901.6724437
quoif,5065.725303,902.0194974
issei,5254.474437,902.0437608
mocks,4857.590121,902.1984402
frump,4995.45234,902.2361352
purrs,4753.788128,902.2474003
yeuky,4878.766464,902.2504333
daman,5060.498267,902.352253
laldy,4949.035962,902.529896
murrs,4733.900347,902.5840555
paspy,5274.839255,902.5844887
wispy,5267.756066,902.6481802
upped,4953.935009,902.7361352
stims,5111.441508,902.9163778
cleck,4983.867418,903.0394281
roopy,4837.489601,903.042461
johns,4878.657279,903.0853553
yabas,4869.003033,903.0883882
pawks,4953.827556,903.0888215
bijou,5046.080589,903.1382149
culls,4784.710572,903.3279896
bocks,4847.339688,903.3422877
flitt,4940.304593,903.427643
micks,4853.454073,903.4306759
mufti,4917.798527,903.4865685
boots,4819.370884,903.5515598
gauzy,4988.845754,903.7448007
poons,4909.367418,903.7551993
snowk,5253.478336,903.7993934
bubas,4922.133016,903.8418544
gayal,4994.37175,903.9948007
cabal,5011.137348,904.0320624
hosts,5205.746534,904.2551993
pisky,5281.147314,904.2954939
talaq,4891.763865,904.2985269
squid,5210.038128,904.3149913
naval,4988.521231,904.3357886
shits,5063.862218,904.3721837
axial,5107.564558,904.4168111
mayan,5020.362218,904.4467071
hoots,4841.766898,904.6403813
bills,4823.336655,904.6845754
unbid,5040.795061,904.7079723
myoma,5043.137348,904.7387348
downy,4996.588388,904.8392548
fools,4849.188475,904.982669
siris,4999.798094,905.0337955
spits,5090.760832,905.0680243
cheep,5071.986568,905.1247834
deffo,5012.811525,905.2062392
eiked,5089.887782,905.2387348
gowds,4908.964471,905.2612652
blunk,5036.730503,905.3782496
cyclo,4967.063258,905.3808492
cesse,5104.865251,905.507799
botts,4867.798527,905.7664645
rugby,4847.113951,905.7772964
pasha,5280.205373,905.8457539
finch,4981.706239,905.8574523
colog,4952.274263,905.8700173
lisps,5278.785529,906.1039861
cusso,5263.760832,906.4683709
trooz,4947.056326,906.4696707
osmol,5449.57799,906.492201
kebob,5018.799393,906.4930676
award,4980.424177,906.6026863
pyxed,4938.225737,906.7335355
smeek,5278.666811,906.7920277
coxib,5055.114818,906.7976603
kabar,5017.057626,907.0615251
waacs,4892.312392,907.1000867
stobs,5128.938042,907.1256499
laddy,4963.697574,907.152513
nduja,5051.118718,907.152513
moory,4897.081023,907.1928076
sully,5064.668977,907.1928076
filmy,4930.101386,907.2114385
gimps,4907.125217,907.410312
zests,5176.545061,907.55026
songs,5178.35052,907.6958406
sweys,5117.483969,907.8617851
marka,4934.461438,907.9523397
jeune,4934.802426,907.9900347
soddy,5185.12695,908.0255633
cysts,5195.292461,908.1143847
chill,5012.339688,908.2331023
halma,4971.704939,908.3734835
lazzo,5032.990035,908.4155113
takky,4931.212738,908.4419411
discs,5420.975737,908.4787695
vodun,5081.976603,908.4831023
nappy,4970.285962,908.7383016
desks,5346.464471,908.7573657
scogs,5182.313692,908.7651646
fatty,4934.790295,908.7993934
recce,4786.913345,908.8305893
tests,5220.016464,908.9055459
quoth,5013.361352,908.9345754
heugh,4963.989168,908.9358752
gists,5280.585789,908.9367418
dumka,5092.212305,908.9415078
texts,4844.931109,909.0372617
tagma,4998.422444,909.0654246
chows,4957.795927,909.0758232
almah,5094.02513,909.1512132
acock,5155.943241,909.3132582
wifie,5093.441508,909.360052
tohos,4890.515165,909.5454939
villa,4999.765598,909.6295494
khazi,5147.243068,909.6577123
taffy,4931.954073,909.7084055
syncs,5103.205373,909.7582322
softs,5087.870884,909.7612652
succi,5128.190641,910.1551127
mists,5294.513865,910.2842288
abash,5420.383449,910.3843154
admix,5186.7487,910.4848354
chiks,4962.707106,910.5706239
sinhs,5129.414211,910.6187175
adzed,5063.078423,910.6304159
comic,5076.728769,910.6954073
oboli,5006.193674,910.7071057
jests,5192.671577,910.7859619
adobo,5208.277296,910.9783362
karma,4950.668111,911.0558925
chivs,4942.701473,911.0693241
haggs,4925.429376,911.2058059
fillo,5038.790295,911.2820624
caffs,4906.330589,911.3076256
gaddi,5072.906846,911.3652513
summa,5206.938908,911.419844
occam,5121.15338,911.4731369
shuls,5144.340121,911.4852686
winna,5057.320191,911.5021664
scaws,5268.245234,911.5116984
pulks,4891.927643,911.5246967
djins,4959.055026,911.5467938
salal,5197.833622,911.7131716
disci,5432.570191,911.830156
mawks,4989.72487,911.834922
ezine,4997.516464,911.9363085
hasps,5322.590121,911.9631716
kanzu,5054.583189,912.2292028
primi,5055.009532,912.5069324
hexer,4976.850087,912.5437608
mochy,4966.355719,912.547227
primp,5055.69974,912.5701906
enzym,5046.098787,912.5714905
pagan,5090.589688,912.6551127
gurus,4746.289861,912.677643
mitts,4916.496967,912.6854419
hocks,4920.516464,912.8032929
sawah,5239.604853,913.0433276
gushy,5300.767764,913.0511265
tepee,4963.922877,913.0870884
wheen,5120.394281,913.2881282
evens,4930.191075,913.2998267
mutch,4999.908146,913.4202773
pupil,5076.183709,913.5489601
evets,4886.989168,913.5506932
haugh,5082.756932,913.6213172
smeke,5151.668111,913.7036395
watap,5030.735702,913.8132582
crick,5051.150347,913.9254766
gally,4982.55026,914.0701906
vifda,5091.910745,914.0996534
potty,4976.893414,914.1031196
flimp,5117.145581,914.1806759
flubs,4920.993934,914.1932409
caddy,5032.95104,914.3037262
ombus,4977.344454,914.342721
gasps,5406.792461,914.4207106
enews,4950.285095,914.4540728
winch,5034.894714,914.4592721
icily,4935.642548,914.4735702
abuna,5182.390381,914.4813692
dotty,4990.87565,914.5103986
folky,4978.421144,914.602253
burrs,4785.756932,914.6065858
chugs,4917.338388,914.6590121
pipul,5073.77643,914.9285095
mitis,4913.451906,915.0498267
butch,5000.493068,915.0762565
myall,5098.394714,915.0823224
greve,4951.019497,915.1317158
whilk,5081.760832,915.1455806
vulgo,5038.080156,915.3149913
suses,5087.152946,915.3292894
jucos,4926.69974,915.5051993
kadai,5111.859185,915.5220971
ember,5086.242634,915.5489601
frory,5023.505633,915.6304159
theft,5011.678943,915.7920277
bough,5109.055459,915.9289428
emend,5105.871317,915.957539
unjam,5142.311525,915.9974003
sucky,5128.206672,916.0940208
going,5123.618718,916.135182
skuas,5260.521664,916.1512132
hilly,4929.588821,916.4189775
hulky,4932.570191,916.4514731
feued,5118.345754,916.5034662
lipin,5024.893414,916.5138648
mauzy,5068.602253,916.559792
hooka,5087.861785,916.639948
xylic,4944.897747,916.6728769
spunk,5278.144281,916.7062392
unman,5133.729636,916.7357019
whigs,4989.390381,916.7850953
toddy,4994.695407,916.8708839
kynds,4933.981802,916.9376083
evhoe,5003.311958,916.9454073
moons,4970.476603,917.1538128
whims,5020.456672,917.287695
array,5069.079289,917.3310225
flung,5093.192808,917.3496534
dykon,5126.507366,917.4046794
rewed,4969.535529,917.4532062
umpty,4964.780329,917.462305
aalii,5141.384749,917.4696707
bubal,5125.500867,917.52513
munch,5063.195841,917.5810225
mingy,5022.869151,917.7716638
picks,4945.083189,917.7768631
ninth,4986.395147,917.8895147
podgy,5093.080156,917.9293761
kimbo,5146.27383,918.0207972
mirid,4981.080589,918.1191508
swads,5384.633449,918.1845754
enfix,5083.679376,918.2006066
snobs,5278.05026,918.3405546
gayly,5021.687608,918.3860485
chico,5135.097487,918.4137782
yapps,4972.571057,918.5684575
snogs,5291.264731,918.6425477
jowls,4942.303293,918.665078
mungs,4943.352253,918.8951473
bungs,4921.383016,919.0281629
aguna,5201.270797,919.0823224
tunny,4946.988302,919.2647314
krewe,4972.141248,919.3847487
dooly,5039.991334,919.4363085
exine,5035.72487,919.5177643
roomy,4933.610919,919.5571924
hurry,4863.65338,919.6975737
rurps,4880.630416,919.7305026
comby,5051.07279,919.8136915
wynds,4941.7487,919.8154246
binit,5066.190208,919.8747834
mieve,5025.462738,920.0138648
juicy,5058.764298,920.0398614
swung,5287.491768,920.0407279
lucky,4948.422877,920.0511265
added,5109.837088,920.1048527
gulpy,4986.636482,920.1915078
khoja,5166.411612,920.2482669
shyly,5160.353553,920.2686308
spins,5296.260832,920.2829289
mulla,5070.156412,920.3032929
juked,5055.657712,920.4428076
loofs,4903.043761,920.4441075
iodin,5155.100953,920.4506066
sexed,5304.805026,920.4571057
daffs,4998.011265,920.4618718
furor,5023.561958,920.4644714
bovid,5155.344887,920.4770364
arrah,5137.845754,920.5207972
iodic,5117.110919,920.6122184
toppy,5000.460139,920.6581456
zilch,5021.683709,920.6707106
ummas,5038.178076,920.6910745
gamas,5006.818024,920.7335355
jeely,4955.554159,920.8011265
silks,5200.62435,920.8102253
bawks,5024.799827,920.8336222
chili,5077.656412,920.8509532
wools,4948.081023,920.867851
verge,4898.167678,920.992201
kophs,5016.918977,921.2915945
hooty,4944.179809,921.4549393
pooka,5150.85052,921.4991334
skimp,5366.4974,921.6382149
chimp,5146.858752,921.6637782
wifty,4963.324957,921.6893414
neemb,5040.628683,921.702773
wonks,5008.267331,921.7162045
flunk,5125.445841,921.7590988
pekes,5047.973137,921.9761698
mafia,5156.072357,921.9852686
weber,5069.315425,922.004766
salsa,5105.425043,922.007799
titup,5085.906412,922.1065858
kheth,5030.206239,922.2573657
khaki,5219.844454,922.2638648
whyda,5120.893847,922.2777296
logon,5066.158579,922.3613518
hedge,5014.221837,922.4670711
boson,5513.728336,922.6932409
torot,4928.964471,922.7292028
obols,4952.274697,922.8262565
yucko,5073.817158,922.8271231
bunch,5087.294194,922.9991334
peize,5056.958406,923.1494801
apays,5022.713605,923.1711438
buroo,5012.767331,923.2179376
druxy,5049.112218,923.2448007
yomim,5116.087522,923.3856153
skivy,5296.339255,923.4510399
droog,5138.031196,923.6668111
panga,5119.603553,923.6845754
pinky,5059.753466,923.6971404
kolos,4954.07409,923.7218371
bitts,4961.031629,923.8383882
jambo,5190.691941,924.1811092
jetty,4919.712738,924.2270364
wicca,5105.565858,924.2309359
numbs,4960.059792,924.2664645
sweep,5354.988735,924.2902946
zambo,5192.149913,924.3336222
abram,5071.093154,924.3561525
yexes,4988.810225,924.3704506
wefte,4933.2526,924.3834489
geeks,4968.478336,924.5311958
semee,5254.05286,924.5610919
sways,5331.757799,924.6065858
fuzed,5071.192374,924.7716638
putto,5112.85052,924.792461
tanna,5054.323224,924.8609185
dozed,5078.614385,924.8743501
weeds,4981.737868,924.9029463
firry,4947.739168,924.9038128
vouch,5146.990901,924.97487
skeds,5325.04766,925.0684575
hunks,4983.122184,925.0844887
phlox,5093.035962,925.1832756
stook,5281.344887,925.2512998
quods,5064.709272,925.2716638
monos,5007.184575,925.2833622
snibs,5304.737435,925.3063258
finks,4992.932409,925.4545061
immew,5082.483969,925.7461005
yucca,5062.011698,925.7777296
chaya,5174.360485,925.7855286
